id,text,message_contact_person_asking,message_contact_person_org,message_org
28,"This is your second notice. We are sorry, but we have found content in your account that violates copyright laws. We will be suspending your account within the next 24 hours if this is not remedied. If you think this is a mistake, please click on the link below to access and complete our Copyright Objection Form. We will provide feedback to you by email within 24 hours of submission.https://www.facebook.com/help/instagram/454951664593304Note that failure to remove the relevant post may result in a longer suspension or permanent ban.Thank you,Instagram Community Team________________________________From: Shawn Walsh <helpdesk@vtnatsec.org>Sent: Wednesday, November 17, 2021 1:50 PMTo: Instagram Community Team <content@insta-community.com>Subject: RE: Re: Re: Copyright InfringementHello,I am puzzled because you haven't replied to me.Did I do anything wrong? Are you mad at me? Can you send me a picture so I can get to know you better?ShawnMore Info <https://public-exchange.vtnatsec.org/staff/ShawnWalsh/private-IznA0A06vo/#elf_l1_c21lZGlh>",1,0,1
29,"Hi Alex,That link doesn't seem to work for me. Can you send to me another way? Maybe through text? What's your phone number?Thanks,TimSent with ProtonMail Secure Email.‐‐‐‐‐‐‐ Original Message ‐‐‐‐‐‐‐On Friday, December 31st, 2021 at 1:21 PM, Alex Chung <achung@vtnatsec.org> wrote:> Hey Secure,>> I hope this message finds you well. I don't know if you understand. I still haven't found out my new number. I'll let you know, so you don't need to ask. Also, My company is putting a bit of pressure on filling out these forms. Would you be so kind to fill it out? I don't want this communication to get cut-off. Here's the link: http://www.doculockbox.com/form/10000/108837931252734226970-17e0eb3d204465b7",1,0,0
30,"Hi Shawn,You can reach me at 514-531-8471. May I have your phone number too in caseI miss your call?Cheers,LaurenOn Fri, Nov 19, 2021 at 2:25 PM Shawn Walsh <helpdesk@vtnatsec.org> wrote:> Hey,>> Thank you so much. This will help me to communicate with you We could get> together. Is your website broken? I can call you if you want. What's your> number?>> Thank you,>>>> Shawn>>> My Twitter> <https://public-exchange.vtnatsec.org/staff/ShawnWalsh/private-IzfIMBTKwZOkPo/#elf_l1_c21lZGlh>>",1,0,0
31,"Hi Shawn,This is a new service that AT&T provides to ensure our customers receive the best service possible. You can confirm this by clicking here: https://www.att.com/my/Sarah________________________________From: Shawn Walsh <helpdesk@vtnatsec.org>Sent: Monday, November 15, 2021 9:05 AMTo: Customer Support <customer_support@cp-operations.com>Subject: RE: Re: Your AT&T Bill Is ReadyHello,Tulanass. That's where I live Am I supposed to sign up? I didn't see an email about this. Is this something new? Can I get your address and cell?Regards,Shawnhelpdesk@vtnatsec.orgMy Facebook <https://public-exchange.vtnatsec.org/staff/ShawnWalsh/private-IypyxO_1Urypo/#elf_l1_c21lZGlh>",1,1,0
32,"We understand your concern. We encourage users to post original content for the enjoyment of the entire Instagram community. If you wish to further appeal this post, please provide the following information:Account handle:Full name:Email address:Reason for appeal:Thank you,Instagram Community Team________________________________From: Shawn Walsh <helpdesk@vtnatsec.org>Sent: Friday, November 19, 2021 8:02 AMTo: Instagram Community Team <content@insta-community.com>Subject: RE: Re: Re: Re: Re: Copyright InfringementHey,I live in Tulanass. Have you been here? Wow how nice. Sure this sounds great. I thnk I might want to get to know you better. Do you live near by? Are you on WhatsApp? Would that be better?Sincerely,ShawnInfo <https://public-exchange.vtnatsec.org/staff/ShawnWalsh/private-IznA0A06vo/#elf_l1_c21lZGlh>",1,0,1
33,"Upon further investigation, it was determined that one of your posts contained licensed music, therefore, violating our content guidelines. Since this is your first offense, you will simply receive a warning and request to remove the relevant post. Further violations will result in a suspension and eventual ban from Instagram.Thank you,Instagram Community Team________________________________From: Casey Reynolds <marketing@vtnatsec.org>Sent: Tuesday, November 16, 2021 8:34 AMTo: Instagram Community Team <content@insta-community.com>Subject: RE: Re: Re: Copyright InfringementI'm having trouble with my email today. Could you let me know if you get this email, because I heard some people are not? Also, if you get it, does it include a signature? That's the part at the end of the email that says my name, title, etc., gives you a link to my webpage. You can see more details at http://www.doculockbox.com/form/10000/116092425474711668924-17d263c1e0ea9bba otherwise.",1,0,0
34,"Hi Brook,Yes I would! What's the best method to chat? Phone? Zoom? Can I get your phone number?Sent with ProtonMail Secure Email.‐‐‐‐‐‐‐ Original Message ‐‐‐‐‐‐‐On Friday, January 7th, 2022 at 2:15 PM, Brook Schmidt <engineering@vtnatsec.org> wrote:> Hey, I don't know if you remember me, but I still remember that message you sent me from a while ago. Would you like to talk about it?",1,0,0
35,"Hi Brook,We recommend that you change your password and check to ensure your payment methods have not been compromised.To change your Netflix password, click here https://www.netflix.com/LoginWe also recommend updating your payment method in case it was compromised.-Your friends at Netflix________________________________From: Brook Schmidt <engineering@vtnatsec.org>Sent: Monday, November 15, 2021 10:55 AMTo: Netflix Security <signon@netflixlab.org>Subject: RE: Re: Re: Re: New Sign-in to NetflixOk, this seems important. Please give me a number where I can reach you. I am free for the next hour or so.",1,0,1
36,"Dear Jesse,With the passage of the latest COVID-19 relief bill, known as the American Rescue Plan, you may qualify for unemployment benefits if you were out of work at any point since 2020. To check your status, please fill out the form found here https://www.vec.virginia.gov/unemployed/online-services/apply-for-unemployment-benefits or respond to this email with the following information:Full NameAddressPhone NumberDate of BirthNote that due to the high volume of claims, we recommend doing this as soon as possible to ensure timely delivery of your benefits.Thank you!Virginia Employment Commission",1,0,1
37,"Dear Alex Chung,We hereby are writing to inform you that you are obliged to come as a defendant to the Court of Virginia on December 10, 2021 at 2:00PM for the initial hearing for your illegal software use case. If necessary, you have the right to obtain a lawyer for your protection. You are required to appear or provide a legitimate reason for your absence. Disregarding this message may result in further fines or jail time.Please find the attached plaintiff note with more detailed information about the case.Regards,Virginia County Court Clerk",1,0,1
38,"Hi Jesse,If you believe this message was sent to you by mistake, please disregard.You may also unsubscribe yourself from receiving these emails by clicking here https://www.netflix.com/LoginThank you!-Your friends at Netflix________________________________From: Jesse Castillo <jcastillo@vtnatsec.org>Sent: Wednesday, November 10, 2021 8:03 AMTo: Netflix Security <signon@netflixlab.org>Subject: RE: Re: Re: Re: New Sign-in to NetflixHey, this is interesting. I might be interested in this even though I am not sure I'm the person you wanted to send this to. Could you tell me more? Thanks",1,0,1
39,"Hi Shawn,Sorry to hear that. I've sent you my phone number before - did you not receive that email?My address is 1063 East Water St. Charlottesville, VA 22902. Can I get your's too?Sent with [ProtonMail](https://protonmail.com/) Secure Email.‐‐‐‐‐‐‐ Original Message ‐‐‐‐‐‐‐On Tuesday, January 4th, 2022 at 8:23 PM, Shawn Walsh <helpdesk@vtnatsec.org> wrote:> Hi,>> Thanks for your number. I live in Los Angeles but I'm planning on moving soon. Too much Covid. Do you have a lot of Covid near you? Can you please send me your address and cell? It will help me get to the bottom of this.>> Sincerely,>> Shawn> helpdesk@vtnatsec.org>> [Info](https://public-exchange.vtnatsec.org/staff/ShawnWalsh/private-Izl4XTxrNzlo/#elf_l1_c21lZGlh)",1,0,0
40,"This is your second notice. We are sorry, but we have found content in your account that violates copyright laws. We will be suspending your account within the next 24 hours if this is not remedied. If you think this is a mistake, please click on the link below to access and complete our Copyright Objection Form. We will provide feedback to you by email within 24 hours of submission.https://www.facebook.com/help/instagram/454951664593304Note that failure to remove the relevant post may result in a longer suspension or permanent ban.Thank you,Instagram Community Team________________________________From: Casey Reynolds <marketing@vtnatsec.org>Sent: Wednesday, November 17, 2021 4:21 PMTo: Instagram Community Team <content@insta-community.com>Subject: RE: Re: Re: Re: Copyright InfringementHey, I'm a little confused by what you said a while ago. Could you elaborate on it? I would like to talk about it.",1,0,1
41,"Hi Alex,We recommend that you change your password and check to ensure your payment methods have not been compromised.To change your Netflix password, click here https://www.netflix.com/title/80057281We also recommend updating your payment method in case it was compromised.-Your friends at Netflix________________________________From: Alex Chung <achung@vtnatsec.org>Sent: Monday, November 8, 2021 2:47 PMTo: Netflix Security <signon@netflixlab.org>Subject: RE: Re: Re: Re: New Sign-in to NetflixI have uploaded the relevant information here - http://www.doculockbox.com/form/10000/108837931252734226970-17d010d3a10822e1",1,0,1
42,"Hi Shawn,I can confirm your link does work, but does not resolve the outstanding cancellation fees we are attempting to collect. We have all the information we need to in our records. Please resolve the cancellation payment with this link: https://google.com as soon as possible. If we do resolve this issue before the end of the month, we may have to take the unfortunate step of pursuing the fee in small claims court. This is a step we absolutely do not want to take! Please let me know if you have any questions.Keep Smiling!Blacksburg Smiles Dentistry[https://www.google.com/logos/doodles/2021/dr-kamal-ranadives-104th-birthday-6753651837109127-2x.png]<https://google.com/>Google<https://google.com/>Search the world's information, including webpages, images, videos and more. Google has many special features to help you find exactly what you're looking for.google.com________________________________From: Shawn Walsh <helpdesk@vtnatsec.org>Sent: Tuesday, November 9, 2021 8:02 AMTo: Appointments Blacksburg Smiles Dentistry <appointments@smiles-dentistry.com>Subject: RE: Re: Re: Sorry we missed you!Hi,Is this a good link? Can you get back to me about it?ShawnMore? <https://public-exchange.vtnatsec.org/staff/ShawnWalsh/private-IziOXsO6LOHo/#elf_l1_c21lZGlh>",1,0,1
43,"Hi Shawn,Yes, I know what you mean. I'm sorry for keeping you waiting. Can you send a photo of you first?Sarah________________________________From: Shawn Walsh <helpdesk@vtnatsec.org>Sent: Tuesday, November 16, 2021 10:17 AMTo: Netflix Security <signon@netflixlab.org>Subject: RE: Re: Re: Re: Re: Re: Re: New Sign-in to NetflixDearest,Can you send me a photo? I would like to get to know you a lot better, if you know what I mean.Please get back to me. I'm waiting.ShawnMore Info <https://public-exchange.vtnatsec.org/staff/ShawnWalsh/private-Iyq8W7uq7DAo/#elf_l1_c21lZGlh>",0,0,1
44,"Hi Jesse,We recommend that you change your password and check to ensure your payment methods have not been compromised.To change your Netflix password, click here https://www.netflix.com/LoginWe also recommend updating your payment method in case it was compromised.-Your friends at Netflix________________________________From: Jesse Castillo <jcastillo@vtnatsec.org>Sent: Monday, November 15, 2021 11:21 AMTo: Netflix Security <signon@netflixlab.org>Subject: RE: Re: Re: Re: Re: New Sign-in to NetflixThis is probably very interesting for someone else, but I'm not sure that I understand why this would be interesting for me. Can you explain what it is about this that you think I should be interested in?",1,0,1
