id,text,message_contact_person_asking,message_contact_person_org,message_org
10,"were these the bedtime stories your parents read to you?  a couple sounded kind of familiar to me, but i've forgotten a lot of that stuff.later,christa -----Original Message-----From:  Lenhart, Matthew  Sent: Tuesday, May 08, 2001 4:05 PMTo: Landry, Chad; Blanchard, Timothy; Bass, Eric; Mena, Luis; Hull, Bryan; Gillette, Lisa; Scott, Susan M.; Winfrey, Christa; mmmarcantel@equiva.com; kevin.a.boone@accenture.com; val.generes@accenture.com; asorelle@h-s.com; jarx@pge.com; tlenhart@corealty.com; hfl@fp.eduSubject: Children Books >"You Were an Accident!"> > >> > >"Strangers Have the Best Candy"> > >> > >"The Little Sissy Who Snitched"> > >> > >"Some Kittens Can Fly!"> > >> > >"Getting More Chocolate on Your Face"> > >> > >"Where Would You Like to Be Buried?"> > >> > >"Kathy Was So Bad Her Mom Stopped Loving Her"> > >> > >"The Attention Deficit Disorder Association's Book of Wild Animals of> > >North Amer... Hey!  Let's Go Ride Our Bikes!"> > >> > >"All Dogs Go to Hell!"> > >> > >"The Kids' Guide to Hitchhiking"> > >> > >"When Mommy and Daddy Don't Know the Answer They Say 'God Did It'"> > >> > >"Garfield Gets Feline Leukemia"> > >> > >"What Is That Dog Doing to That Other Dog?"> > >> > >"Why Can't Mr. Fork and Ms. Electrical Outlet Be Friends?"> > >> > >"Bi-Curious George"> > >> > >"Daddy Drinks Because You Cry"> > >> > >"Mister Policeman Eats His Service Revolver"> > >> > >"You Are Different and That's Bad"> > >> > >"Dad's New Wife... Timothy"> > >> > >"Pop!  Goes The Hamster (and Other Great Microwave Games)"> > >> > >"Testing Homemade Parachutes With Nothing At All But Your Household> > Pets"> > >> > >"The Hardy Boys, the Barbie Twins and the Vice Squad"> > >> > >"The Tickling Babysitter"> > >> > >"Babar Meets the Taxidermist"> > >> > >"Curious George and the High-Voltage Fence"> > >> > >"The Boy Who Died from Eating All His Vegetables"> > >> > >"Start a Real-Estate Empire With the Change From Your Mom's Purse"> > >> > >"The Pop-up Book of Human Anatomy"> > >> > >"Things Rich Kids Have, But You Never Will!"> > >> > >"The Care Bears Maul Some Campers and are Shot Dead"> > >> > >"How to Become The Dominant Military Power In Your Elementary School"> > >> > >"Controlling the playground: Respect through Fear"> >>",1,0,0
11,"Thank you for booking your air travel with Expedia.comForITINERARY NUMBER: 12152989963We have delivered an electronic ticket to the airlines notifying them ofyour purchase. You will not receive a paper receipt, itinerary, orconfirmation letter automatically.When you check in for your flight, give the ticket agent your name, flightnumber, and a government-issued photo ID to receive your boarding pass(es).For more information about traveling with e-tickets or to learn how torequest a paper receipt, see our Frequently Asked Questions athttp://www.expedia.com/pub/eta.dll?qscr=hgen&hfnm=h_FW_etix.htx&rhtx=20142.Should you need additional information, feel free to contact us attravel@expedia.comThank you for choosing Expedia for your travel needs.Expedia.comDon't just travel.  Travel right. http://expedia.com/________________________________________________________________________________ADVICE TO INTERNATIONAL PASSENGER ON LIMITATION OF LIABILITYPassengers on a journey involving an ultimate destination or a stop in acountry other than the country of origin are advised that the provisions ofa treaty known as the Warsaw Convention may be applicable to the entirejourney, including any portion entirely within the country of origin ordestination.  For such passengers on a journey to, from, or with an agreedstopping place in the United States of America, the Convention and specialcontracts of carriage embodied in applicable tariffs provide that theliability of certain carriers, parties to such special contracts, for deathof or personal injury to passengers is limited in most cases to provendamages not to exceed U.S. $75,000 per passenger, and that this liability upto such limit shall not depend on negligence on the part of the carrier.The limit of liability of U.S. $75,000 above is inclusive of legal fees andcosts except that in case of a claim brought in a state where provision ismade for separate award of legal fees and costs, the limit shall be the sumof U.S. $58,000 exclusive of legal fees and costs.  For such passengerstraveling by a carrier not a party to such special contracts or on a journeynot to, from, or having an agreed stopping place in the United States ofAmerica, liability of the carrier for death or personal injury to passengersis limited in most cases to approximately U.S. $10,000 or U.S. $20,000.The names of carriers, parties to such special contracts, are available atall ticket offices of such carriers and may be examined on request.Additional protection can usually be obtained by purchasing insurance from aprivate company.  Such insurance is not affected by any limitation of thecarrier's liability under the Warsaw Convention or such special contracts ofcarriage.  For further information please consult your airline or insurancecompany representative.NOTICE OF BAGGAGE LIABILITYLiability for loss, delay, or damage to baggage is limited unless a highervalue is declared in advance and additional chares are paid.  For mostinternational travel (including domestic portions of international journeys)the liability limit is approximately $9.07 per pound for checked baggage and$400 per passenger for unchecked baggage.  For travel wholly between U.S.points federal rules require any limit on an airline's baggage liability tobe at least $1250 per passenger.  Excess valuation may be declared oncertain types of articles.  Some carriers assume no liability for fragile,valuable or perishable articles.  Further information may be obtained fromthe carrier.CARRIER RESERVES THE RIGHT TO REFUSE CARRIAGE TO ANY PERSON WHO HAS ACQUIREDA TICKET IN VIOLATION OF APPLICABLE LAW OR CARRIER''S TARIFFS, RULES ORREGULATIONSSUBJECT TO TARIFF REGULATIONSNOTICE OF INCORPORATED TERMSEffective January 1, 1983, this notice forms part of the conditions ofcontract between the airline and the passenger.  If there is anyinconsistency between the incorporated terms described below and the termsand conditions in the passenger's ticket, these incorporated terms govern. Air transportation to be provided between points in the U.S.(including its overseas territories and possessions) is subject to theindividual terms of the transporting air carriers, which are hereinincorporated by reference and made part of the contract of carriage.Foreign air transportation is governed by applicable tariffs on file withthe U.S. and other governments. Incorporated terms may include, but are notrestricted to:1. Limits on liability for personal injury or death.2. Limits on liability for baggage, including fragile or perishable goods,and availability of excess valuation coverage.3. Claims restrictions, including time periods in which passengers must filea claim or bring an action against the air carrier.4. Rights of the air carrier to change terms of the contract.5. Rules on reconfirmation of reservations, check-in times, and refusal tocarry.6. Rights of the air carrier and limits on liability for delay or failure toperform service, including schedule changes, substitution of alternate aircarriers or aircraft and rerouting.You can obtain additional information on items 1 and 6 above at any U.S.location where the transporting air carrier's tickets are sold. You have the right to inspect the full text of each transporting aircarrier's terms at its airport and city ticket offices.  You also have theright, upon request, to receive free of charge the full text of theapplicable terms incorporated by reference from each of the transporting aircarriers.  Information on ordering the full text of each air carrier's termsis available at any U.S. location where the air carrier's tickets are sold.NOTICE-OVERBOOKING OF FLIGHTS Airline flights may be overbooked, and there is a slight chance thata seat will not be available on a flight for which a person has a confirmedreservation.  If the flight is overbooked, no one will be denied a seatuntil airline personnel first ask for volunteers willing to give up theirreservation in exchange for a payment of the airline's choosing.  If thereare not enough volunteers the airline will deny boarding to other persons inaccordance with its particular boarding priority.  With few exceptionspersons denied boarding involuntarily are entitled to compensation.  Thecomplete rules for the payment of compensation and each airline's boardingpriorities are available at all airport ticket counters and boardinglocations.  Some airlines do not apply these consumer protections to travelfrom some foreign countries, although other consumer protections may beavailable.  Check with the airline or your travel agent.RECONFIRMATION NOTICESome international carriers require reconfirmation of your reservations.Contact the transporting air carrier for the applicable requirements.NOTICEIf the passenger's journey involves an ultimate destination or stop in acountry other than the country of departure the Warsaw Convention may beapplicable and the Convention governs and in most cases limits the liabilityof carriers for death or personal injury and in respect of loss of or damageto baggage.  Se also notices headed "Advice to International Passengers onLimitation of Liability" and "Notice of Baggage Liability Limitations"CONDITIONS OF CONTRACT1. As used in this contract "ticket" means this passenger ticket and baggagecheck, of which these conditions and the notices form part, "carriage" isequivalent to "transportation", "carrier" means all air carriers that carryor undertake to carry the passenger or his baggage hereunder or perform anyother service incidental to such air carriage.  "WARSAW CONVENTION" meansthe Convention for the Unification of Certain Rules Relating toInternational Carriage by Air signed at Warsaw, 12th October 1929, or thatConvention as amended at The Hague, 28th September 1955, whichever may beapplicable.2. Carriage hereunder is subject to the rules and limitations relating toliability established by the Warsaw Convention unless such carriage is not"international carriage" as defined by that Convention.3. To the extent not in conflict with the foregoing carriage and otherservices performed by each carrier are subject to: (I) provisions containedin this ticket (II) applicable tariffs, (III) carrier's conditions ofcarriage and related regulations which are made part hereof (and areavailable on application at the offices of carrier), except intransportation between a place in the United States or Canada and any placeoutside thereof to which tariffs in force in those countries apply.4. Carrier's name may be abbreviated in the ticket, the full name and itsabbreviation being set forth in carrier's tariffs, conditions of carriage,regulations or timetables; carrier's address shall be the airport ofdeparture shown opposite the first abbreviation of carrier's name in theticket; the agreed stopping places are those places set forth in this ticketor as shown in carrier's timetables as scheduled stopping places on thepassenger's route; carriage to be performed hereunder by several successivecarriers is regarded as a single operation.5. An air carrier issuing a ticket for carriage over the lines of anotherair carrier does so only as its Agent.6. Any exclusion or limitation of liability of carrier shall apply to and befor the benefit of agents, servants and representatives of carrier and anyperson whose aircraft is used by carrier for carriage and its agents,servants and representatives.7. Checked baggage will be delivered to bearer of the baggage check, in caseof damage to baggage moving in international transportation complaint mustbe made in writing to carrier forthwith after discovery of damage and, atthe latest, within seven days from receipt; in case of delay, complaint mustbe made within 21 days from date the baggage was delivered.  See tariffs orconditions of carriage regarding non-international transportation.8. This ticket is good for carriage for one year from date of issue, exceptas otherwise provided in this ticket, in carrier's tariffs, conditions ofcarriage, or related regulations.  The fare for carriage hereunder issubject to change prior to commencement of carriage.  Carrier may refusetransportation is the applicable far has not been paid.9. Carrier undertakes to use its best efforts to carry the passenger andbaggage with reasonable dispatch.  Times shown in timetables or elsewhereare not guaranteed and form no part of this contract.  Carrier may withoutnotice substitute alternate carriers or aircraft and may alter or omitstopping places shown on the ticket in case of necessity.  Schedules aresubject to change without notice.  Carrier assumes no responsibility formaking connections.10. Passenger shall comply with Government travel requirements, presentexit, entry and other required documents and arrive at airport by time fixedby carrier, of, if no time is fixed, early enough to complete departureprocedures.11. No agent, servant or representative of carrier has authority to alter,modify or  waive any provisions of this contract.CARRIER RESERVES THE RIGHT TO REFUSE CARRIAGE TO ANY PERSON WHO HAS ACQUIREDA TICKET IN VIOLATION OF APPLICABLE LAW OR CARRIER'S TARIFFS, RULES ORREGULATIONSIssued by the Carrier whose name is in the "Issued By" section on the faceof the Passenger Ticket and Baggage Check - C.DTF",1,0,1
12,"Lenharthow much does Peder owe you now?Matthew.Lenhart@enron.com wrote:> so i got us a hotel room in caymen.  it can sleep up to six and it is $880> for the three nights.  if all 5 of us stay there that is 176/ea.  we have> it for thurs-sat night.",1,0,0
13,"we might go get some food and spirits after work if you are interested.  i am going to butt-fuck mississippi for val's wedding.  i will be in town the rest of the month so i am ready to start tearing up houston again.  let me know if you are up for drinks after work.",1,0,0
14,"i can go to vegas either the weekend of the 14th of april or the 21st.  just let me know which is the better weekend.",1,0,0
15,"have you ever been to monterey, cali?  i get to go there in two weeks for a pipeline meeting.  it looks gorgeous.  is grandma still staying in town with you?",1,0,0
16,"i don't know what time i will be back.  i need to do cardio after work and then eat.  you still up for golf sat?  i will get the tee time tomorrow.  ",1,0,0
17,"you going to golf or go play ultimate dork frisbee?",1,0,0
18,"i can't open these dirty porn cartoons at work.  how is everything going?  i haven't heard from you in a while.  max and jen just bought a house from my brother.  what are you guys doing for xmas?  or chanuka?  lsu might end up playing florida in the sec championship.  look out.  let me know  how things are going.",1,0,0
19,"i didn't go to br.  i was in monterrey, cali and didn't get back until late fri.  what are you doing sat night for halloween?  i haven't seen you in a long time what has been going on?  i need to think of a good costume.  maybe i will be another mullet, just a different kind.  how is the job?    ",1,0,0
20,"are you really in nyc?  ",1,0,0
21,"what about extensions or a weave?  do you think those would look natural?  tell me what i should wear.",1,0,0
22,"are you gonna be in town this weekend?  chad & i are thinking about going tubbing.",1,0,0
23,"are you looking to get in to i.t. again or more of a commercial role?",1,0,0
24,"i wanted to stay for a few weeks.  just kidding.  i am thinking 3-4 days.  they is robbie and becky.  let me know what they say.",1,0,0
25,"if it is real estate development i would like to look into it.  let me know.  i want to see what type of work it is. ",1,0,0
26,"you guys have happy hour every night.  what time are you going thurs?",1,0,0
27,"did kendra play",1,0,0
28,"Elizabeth-Do you still send confirms to counterparties for physical deals done day to day?  AEP has a problem with one of the confirms on a deal done Jan. 31.  They sold us two packages of 5000 at PGE Citygate for 12.30 and 12.40.  I entered this as one deal for 10000 at 12.35.  They need the confirm to match their records for each deal.  If you could send another confirm I would appreciate it.  Thanks for your help.Matt Lenhart",1,0,0
29,"how was saturday?  you didn't miss anything at uropa.  ",1,0,0
30,"we are going to new orleans sat and set sail sun.  for this summer i might go home for a weekend and to vegas for a bachelor party.  you?",1,0,0
31,"oh yeah- i forgot we covered that the other night.  there is no question about your birthday and the superbowl unless denver plays.  i went to a buddy's house to watch the game and left at halftime b/c i had no interest in the game.  your favorite band was on at halftime.  i know you were excited about that.  so why don't you come over this week and watch 9 1/2 weeks.  ",1,0,0
32,"i hope you miss that tropical storm in the gulf.  cant believe that there would be any hurricanes this time of the year out there.  did you see 'the perfect storm'? ",1,0,0
33,"i got a tee time sat at 10 am.  the course is cypresswood.  let me know if you are in or out.",1,0,0
34,"tim should have it.  so are you getting nervous.  vegas rocked.  what time does the wedding start and how long of a drive is it?  i bet you're nervous.  let me know if we need to keep  a car running out front.",1,0,0
35,"pretty good.  who is going out sat night?",1,0,0
36,"i am going to new orleans tomorrow.  we are staying at chad's and leaving sun morning.  i wanted to know if i could stop by and see the place sat?  i wont stay there and we won't be partying that night.  i just want to see what it looks like now.  ",1,0,0
37,"you in for the rodeo on fri night",1,0,0
38,"that was epic.  i was so pissed i almost left the sports bar where i was watching the game.  we need griese back.  you ready for new orleans?  should be fun.  when are you getting there and what day do you leave?",1,0,0
39,"are you going to ride in with us fri?  let me knwo.  we are going to leave at 12.  this is going to be a party weekend.  i am going to live on red bull.  give tim a shout at 853-4755.  i cannot make the game tomorrow night.  i will be at the rest of them.",1,0,0
40,"did you open an account on world sports exchange?  if you open one use me as the referral and i will split the $50 with you and we can make a bet.  i might go meet jill and them for drinks around 730 if you want to go.",1,0,0
41,"which el tiempo are we going to tonight?  did gillette send out an email?",1,0,0
42,"we need to think of something for halloween.  have you heard of anything?",1,0,0
43,"how do you want me to make it up to you?",1,0,0
44,"not  much.  maybe golfing tomorrow.  you still going to austin?",1,0,0
45,"are there any good places to go tubing?  we are thinking about doing that this weekend if you are up for it.  coulon is coming in town.",1,0,0
46,"saints suck.  tigers play the louisiana school for the deaf.  you wont miss anything.  i thought you were a 49ers fan?To: Chad Landry/HOU/ECT@ECT@ENRONcc: "Nicholas A. Danna" <Nicholas.Danna@ey.com> @ ENRON, jpelti@lsumc.edu@ENRON, val.generes@ac.com@ENRON, sdarrah@entergy.com@ENRON, Aschott1976@cs.com@ENRON, Timothy_Blanchard@enron.com@ENRON, bcambr@lsumc.edu@ENRON, tdietz@allstate.com@ENRON, Chad.Landry@enron.com@ENRON, Matthew.Lenhart@enron.com@ENRON, MMMarcantel@equiva.com@ENRON, Fiji4x4@aol.com@ENRON, maziarz@bellsouth.net@ENRON, lcentol@lsu.edu Subject: Re: Stick to 8/25-8/27  No way.  Labor Day=Tigers opener + Saints opener.  Stick to the 25th.Chad Landry@ECT06/02/2000 08:36 AMTo: "Nicholas A. Danna" <Nicholas.Danna@ey.com> @ ENRONcc: jpelti@lsumc.edu@ENRON, val.generes@ac.com@ENRON, sdarrah@entergy.com@ENRON, Aschott1976@cs.com@ENRON, Timothy_Blanchard@enron.com@ENRON, bcambr@lsumc.edu@ENRON, tdietz@allstate.com@ENRON, Chad.Landry@enron.com@ENRON, Matthew.Lenhart@enron.com@ENRON, MMMarcantel@equiva.com@ENRON, Fiji4x4@aol.com@ENRON, maziarz@bellsouth.net@ENRON Subject: Re: Not 8/25-8/27  Labor day is the best b/c we have a day to recoup.CKL",1,0,0
47,"Hi Matt!  Hope I have your address right.  We are all so anxious to seeyou and can hardly wait for June.  Your Aunt Martha especially!  Let meknow how much your plane ticket is and I shall immediately get a checkin the mail to you!Love -- Grandma",1,0,0
48,"hey- i need to change the time....i have to run by my mom's house after iget off so why don't we meet at 7:30. Ok with you??-----Original Message-----From: Matthew.Lenhart@enron.com [mailto:Matthew.Lenhart@enron.com]Sent: Monday, May 07, 2001 3:45 PMTo: ASoRelle@h-s.comSubject: RE: FW: RV: Pull!6:30 is fine with me.  i will meet you at the bar.",1,0,0
49,"Sweet, I'm a millionaire! Ha. Not much in B.R.  I go to N.O. every weekendbecause it is still boring until football cranks up.  I'm leaving for Europefor six weeks and I have to get my addresses in order.  Thanks for replying,hope all is well with you and keep in touch.Myers P. NamiePartnerCypress Litigation, L.L.C.667 Laurel StreetBaton Rouge, LA 70802(225) 387-6511Fax: (225) 387-6533clcs@msn.com----- Original Message -----From: <Matthew.Lenhart@enron.com>To: <clcs@email.msn.com>Sent: Wednesday, May 02, 2001 10:20 AMSubject: Re: checking email>> this is still my email.  what is going on?  how is your business doing?>",0,1,0
50,"did you answer my question? are you going with brokers? hot date? speaking of which how did things go on tuesday? -----Original Message-----From:  Lenhart, Matthew  Sent: Friday, May 11, 2001 11:43 AMTo: Gillette, LisaSubject: RE: Happy Houreveryone who is anyone will be there.  ",1,0,0
51,"So, any plans for tomorrow? I vaguely remember you suggesting we hit the town tomorrow...",1,0,0
52,"what kind of books are you looking to read?  the line was this: "those pants are making me hungry."  and unfortunately my witty come-back came the next morning when i remembered the dipshit telling me this. too little, too late! it would have been nice to embarrass him in front of his friends.  i hope i dont need to tell you not to use this. -----Original Message-----From:  Lenhart, Matthew  Sent: Tuesday, May 01, 2001 10:37 AMTo: Gillette, LisaSubject: RE: FW: Happy Hour Tonightwhat is it.  i got to know.  i need some new chicks.  i need the weekend.  today totally sucks.  what are some good books to read?",1,0,0
